,Cell,Timepoint,Drug,Conc,Rep,Count,Method,measured_by,Treatment_id,Condition
22555,HT-29,72h,SARACATINIB,0.5,3,83.45323825179857,Trypan Blue,AM,HT-29_SARACATINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22556,HT-29,72h,SARACATINIB,1.0,3,38.84892158273382,Trypan Blue,AM,HT-29_SARACATINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22557,HT-29,72h,SARACATINIB,2.5,3,43.16546864748202,Trypan Blue,AM,HT-29_SARACATINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22558,HT-29,72h,SARACATINIB,5.0,3,24.460432366906485,Trypan Blue,AM,HT-29_SARACATINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22559,HT-29,72h,SARACATINIB,10.0,3,15.827338237410071,Trypan Blue,AM,HT-29_SARACATINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22560,HT-29,72h,SARACATINIB,20.0,3,1.4388489215827338,Trypan Blue,AM,HT-29_SARACATINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22561,SW-480,72h,SARACATINIB,0.0,3,92.25186956614408,Hoechst,AM,SW-480_SARACATINIB_72h_Hoechst_AM,SW-480_72h_Hoechst_AM
22562,SW-480,72h,SARACATINIB,0.25,3,91.057126435935,Hoechst,AM,SW-480_SARACATINIB_72h_Hoechst_AM,SW-480_72h_Hoechst_AM
22563,SW-480,72h,SARACATINIB,0.5,3,90.80932786589165,Hoechst,AM,SW-480_SARACATINIB_72h_Hoechst_AM,SW-480_72h_Hoechst_AM
22564,SW-480,72h,SARACATINIB,1.0,3,81.03013409418028,Hoechst,AM,SW-480_SARACATINIB_72h_Hoechst_AM,SW-480_72h_Hoechst_AM
22565,SW-480,72h,SARACATINIB,2.5,3,75.97681314329596,Hoechst,AM,SW-480_SARACATINIB_72h_Hoechst_AM,SW-480_72h_Hoechst_AM
22566,SW-480,72h,SARACATINIB,5.0,3,81.15403337420196,Hoechst,AM,SW-480_SARACATINIB_72h_Hoechst_AM,SW-480_72h_Hoechst_AM
22567,SW-480,72h,SARACATINIB,10.0,3,79.76459136395881,Hoechst,AM,SW-480_SARACATINIB_72h_Hoechst_AM,SW-480_72h_Hoechst_AM
22568,SW-480,72h,SARACATINIB,20.0,3,56.25912651984536,Hoechst,AM,SW-480_SARACATINIB_72h_Hoechst_AM,SW-480_72h_Hoechst_AM
22569,HCT-116,72h,SARACATINIB,0.0,3,75.40983675409836,Trypan Blue,AM,HCT-116_SARACATINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22570,HCT-116,72h,SARACATINIB,0.25,3,103.27869103278692,Trypan Blue,AM,HCT-116_SARACATINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22571,HCT-116,72h,SARACATINIB,0.5,3,85.24590285245904,Trypan Blue,AM,HCT-116_SARACATINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22572,HCT-116,72h,SARACATINIB,1.0,3,95.08196795081967,Trypan Blue,AM,HCT-116_SARACATINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22573,HCT-116,72h,SARACATINIB,2.5,3,77.04918077049182,Trypan Blue,AM,HCT-116_SARACATINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22574,HCT-116,72h,SARACATINIB,5.0,3,121.31148121311482,Trypan Blue,AM,HCT-116_SARACATINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22575,HCT-116,72h,SARACATINIB,10.0,3,100.000001,Trypan Blue,AM,HCT-116_SARACATINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22576,HCT-116,72h,SARACATINIB,20.0,3,88.52459088524591,Trypan Blue,AM,HCT-116_SARACATINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22577,MCF-7,72h,SARACATINIB,0.0,3,85.9374995703125,Trypan Blue,AM,MCF-7_SARACATINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22578,MCF-7,72h,SARACATINIB,1.0,3,118.74999940625,Trypan Blue,AM,MCF-7_SARACATINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22579,MCF-7,72h,SARACATINIB,2.5,3,73.4374996328125,Trypan Blue,AM,MCF-7_SARACATINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22580,MCF-7,72h,SARACATINIB,5.0,3,70.3124996484375,Trypan Blue,AM,MCF-7_SARACATINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22581,MCF-7,72h,SARACATINIB,10.0,3,93.74999953125,Trypan Blue,AM,MCF-7_SARACATINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22582,SK-BR-3,72h,SARACATINIB,0.0,3,88.88888833333336,Trypan Blue,LT,SK-BR-3_SARACATINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22583,SK-BR-3,72h,SARACATINIB,1.0,3,90.59829032051285,Trypan Blue,LT,SK-BR-3_SARACATINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22584,SK-BR-3,72h,SARACATINIB,2.5,3,105.98290920512818,Trypan Blue,LT,SK-BR-3_SARACATINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22585,SK-BR-3,72h,SARACATINIB,5.0,3,51.28205061538462,Trypan Blue,LT,SK-BR-3_SARACATINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22586,SK-BR-3,72h,SARACATINIB,10.0,3,37.60683771794872,Trypan Blue,LT,SK-BR-3_SARACATINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22587,SK-BR-3,72h,SARACATINIB,20.0,3,27.3504267948718,Trypan Blue,LT,SK-BR-3_SARACATINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22588,SiHa,72h,SARACATINIB,0.0,3,95.47450394618102,Hoechst,AM,SiHa_SARACATINIB_72h_Hoechst_AM,SiHa_72h_Hoechst_AM
22589,SiHa,72h,SARACATINIB,0.25,3,123.71641019505137,Hoechst,AM,SiHa_SARACATINIB_72h_Hoechst_AM,SiHa_72h_Hoechst_AM
22590,SiHa,72h,SARACATINIB,0.5,3,113.0203150954792,Hoechst,AM,SiHa_SARACATINIB_72h_Hoechst_AM,SiHa_72h_Hoechst_AM
22591,SiHa,72h,SARACATINIB,1.0,3,118.2893274952684,Hoechst,AM,SiHa_SARACATINIB_72h_Hoechst_AM,SiHa_72h_Hoechst_AM
22592,SiHa,72h,SARACATINIB,2.5,3,91.87401181632504,Hoechst,AM,SiHa_SARACATINIB_72h_Hoechst_AM,SiHa_72h_Hoechst_AM
22593,SiHa,72h,SARACATINIB,5.0,3,106.28651729574854,Hoechst,AM,SiHa_SARACATINIB_72h_Hoechst_AM,SiHa_72h_Hoechst_AM
22594,SiHa,72h,SARACATINIB,10.0,3,100.16392489599345,Hoechst,AM,SiHa_SARACATINIB_72h_Hoechst_AM,SiHa_72h_Hoechst_AM
22595,SiHa,72h,SARACATINIB,20.0,3,114.2848780954286,Hoechst,AM,SiHa_SARACATINIB_72h_Hoechst_AM,SiHa_72h_Hoechst_AM
22596,C33A,72h,SARACATINIB,0.0,3,97.7777789777778,Trypan Blue,AM,C33A_SARACATINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22597,C33A,72h,SARACATINIB,0.1,3,96.29629696296296,Trypan Blue,AM,C33A_SARACATINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22598,C33A,72h,SARACATINIB,0.25,3,53.33333353333334,Trypan Blue,AM,C33A_SARACATINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22599,C33A,72h,SARACATINIB,0.5,3,54.81481554814816,Trypan Blue,AM,C33A_SARACATINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22600,C33A,72h,SARACATINIB,1.0,3,28.148148281481483,Trypan Blue,AM,C33A_SARACATINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22601,C33A,72h,SARACATINIB,2.5,3,22.22222222222222,Trypan Blue,AM,C33A_SARACATINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22602,C33A,72h,SARACATINIB,5.0,3,38.51851938518519,Trypan Blue,AM,C33A_SARACATINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22603,C33A,72h,SARACATINIB,10.0,3,14.81481514814815,Trypan Blue,AM,C33A_SARACATINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22604,786-0,72h,SARACATINIB,0.0,3,103.4482789655172,Trypan Blue,AM,786-O_SARACATINIB_72h_Trypan Blue_AM,786-O_72h_Trypan Blue_AM
22605,786-0,72h,SARACATINIB,0.5,3,68.96551631034484,Trypan Blue,AM,786-O_SARACATINIB_72h_Trypan Blue_AM,786-O_72h_Trypan Blue_AM
22606,786-0,72h,SARACATINIB,1.0,3,49.99999950000001,Trypan Blue,AM,786-O_SARACATINIB_72h_Trypan Blue_AM,786-O_72h_Trypan Blue_AM
22607,786-0,72h,SARACATINIB,2.5,3,49.99999950000001,Trypan Blue,AM,786-O_SARACATINIB_72h_Trypan Blue_AM,786-O_72h_Trypan Blue_AM
22608,786-0,72h,SARACATINIB,5.0,3,48.27586151724138,Trypan Blue,AM,786-O_SARACATINIB_72h_Trypan Blue_AM,786-O_72h_Trypan Blue_AM
22609,786-0,72h,SARACATINIB,10.0,3,34.48275865517242,Trypan Blue,AM,786-O_SARACATINIB_72h_Trypan Blue_AM,786-O_72h_Trypan Blue_AM
22610,786-0,72h,SARACATINIB,20.0,3,32.75862067241379,Trypan Blue,AM,786-O_SARACATINIB_72h_Trypan Blue_AM,786-O_72h_Trypan Blue_AM
22611,ACHN,72h,SARACATINIB,0.0,3,115.000000575,Trypan Blue,AM,ACHN_SARACATINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22612,ACHN,72h,SARACATINIB,0.1,3,73.33333336666666,Trypan Blue,AM,ACHN_SARACATINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22613,ACHN,72h,SARACATINIB,0.25,3,70.00000035000001,Trypan Blue,AM,ACHN_SARACATINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22614,ACHN,72h,SARACATINIB,0.5,3,58.33333329166667,Trypan Blue,AM,ACHN_SARACATINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22615,ACHN,72h,SARACATINIB,1.0,3,56.666667283333325,Trypan Blue,AM,ACHN_SARACATINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22616,ACHN,72h,SARACATINIB,2.5,3,31.666667158333333,Trypan Blue,AM,ACHN_SARACATINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22617,ACHN,72h,SARACATINIB,5.0,3,21.666667108333336,Trypan Blue,AM,ACHN_SARACATINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22618,ACHN,72h,SARACATINIB,10.0,3,20.0000001,Trypan Blue,AM,ACHN_SARACATINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22619,SK-OV-3,72h,SARACATINIB,0.0,3,89.71962327102825,Trypan Blue,AM,SK-OV-3_SARACATINIB_72h_Trypan Blue_AM,SK-OV-3_72h_Trypan Blue_AM
22620,SK-OV-3,72h,SARACATINIB,0.25,3,42.9906467757015,Trypan Blue,AM,SK-OV-3_SARACATINIB_72h_Trypan Blue_AM,SK-OV-3_72h_Trypan Blue_AM
22621,SK-OV-3,72h,SARACATINIB,0.5,3,52.33644607476655,Trypan Blue,AM,SK-OV-3_SARACATINIB_72h_Trypan Blue_AM,SK-OV-3_72h_Trypan Blue_AM
22622,SK-OV-3,72h,SARACATINIB,1.0,3,78.50466411215021,Trypan Blue,AM,SK-OV-3_SARACATINIB_72h_Trypan Blue_AM,SK-OV-3_72h_Trypan Blue_AM
22623,SK-OV-3,72h,SARACATINIB,2.5,3,46.72896649532751,Trypan Blue,AM,SK-OV-3_SARACATINIB_72h_Trypan Blue_AM,SK-OV-3_72h_Trypan Blue_AM
22624,SK-OV-3,72h,SARACATINIB,5.0,3,35.5140173364487,Trypan Blue,AM,SK-OV-3_SARACATINIB_72h_Trypan Blue_AM,SK-OV-3_72h_Trypan Blue_AM
22625,SK-OV-3,72h,SARACATINIB,10.0,3,28.03737789719666,Trypan Blue,AM,SK-OV-3_SARACATINIB_72h_Trypan Blue_AM,SK-OV-3_72h_Trypan Blue_AM
22626,SK-OV-3,72h,SARACATINIB,20.0,3,7.476635439252342,Trypan Blue,AM,SK-OV-3_SARACATINIB_72h_Trypan Blue_AM,SK-OV-3_72h_Trypan Blue_AM
22627,BT-474,72h,SARACATINIB,0.0,3,108.37858429277476,Hoechst,AM,BT-474_SARACATINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22628,BT-474,72h,SARACATINIB,0.25,3,76.49339852490044,Hoechst,AM,BT-474_SARACATINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22629,BT-474,72h,SARACATINIB,0.5,3,75.95037286493664,Hoechst,AM,BT-474_SARACATINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22630,BT-474,72h,SARACATINIB,1.0,3,81.07062167459529,Hoechst,AM,BT-474_SARACATINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22631,BT-474,72h,SARACATINIB,2.5,3,78.8983793947401,Hoechst,AM,BT-474_SARACATINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22632,BT-474,72h,SARACATINIB,5.0,3,62.14120146585726,Hoechst,AM,BT-474_SARACATINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22633,BT-474,72h,SARACATINIB,10.0,3,70.2870518453142,Hoechst,AM,BT-474_SARACATINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22634,BT-474,72h,SARACATINIB,20.0,3,66.56323453556244,Hoechst,AM,BT-474_SARACATINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22635,HepG2,72h,SARACATINIB,0.0,3,98.18181807163636,Hoechst,AM,HepG2_SARACATINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22636,HepG2,72h,SARACATINIB,0.25,3,60.59824040100997,Hoechst,AM,HepG2_SARACATINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22637,HepG2,72h,SARACATINIB,0.5,3,85.51319638142522,Hoechst,AM,HepG2_SARACATINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22638,HepG2,72h,SARACATINIB,1.0,3,69.50146584115835,Hoechst,AM,HepG2_SARACATINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22639,HepG2,72h,SARACATINIB,2.5,3,61.442815181024045,Hoechst,AM,HepG2_SARACATINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22640,HepG2,72h,SARACATINIB,5.0,3,49.97067408083284,Hoechst,AM,HepG2_SARACATINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22641,HepG2,72h,SARACATINIB,10.0,3,60.5278588110088,Hoechst,AM,HepG2_SARACATINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22642,HepG2,72h,SARACATINIB,20.0,3,43.10850400071848,Hoechst,AM,HepG2_SARACATINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22643,A431,72h,SARACATINIB,0.0,3,89.20863308776977,Trypan Blue,AM,A431_SARACATINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22644,A431,72h,SARACATINIB,0.25,3,83.45323740791366,Trypan Blue,AM,A431_SARACATINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22645,A431,72h,SARACATINIB,0.5,3,40.2877697789928,Trypan Blue,AM,A431_SARACATINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22646,A431,72h,SARACATINIB,1.0,3,30.2158273392446,Trypan Blue,AM,A431_SARACATINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22647,A431,72h,SARACATINIB,2.5,3,2.877697841928057,Trypan Blue,AM,A431_SARACATINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22648,A431,72h,SARACATINIB,5.0,3,2.877697841928057,Trypan Blue,AM,A431_SARACATINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22649,A431,72h,SARACATINIB,10.0,3,0.0,Trypan Blue,AM,A431_SARACATINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22650,A431,72h,SARACATINIB,20.0,3,0.0,Trypan Blue,AM,A431_SARACATINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22651,SW-620,72h,SARACATINIB,0.0,3,96.15384615183652,Trypan Blue,AM,SW-620_SARACATINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22652,SW-620,72h,SARACATINIB,1.0,3,96.15384615183652,Trypan Blue,AM,SW-620_SARACATINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22653,SW-620,72h,SARACATINIB,2.5,3,76.92307692126923,Trypan Blue,AM,SW-620_SARACATINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22654,SW-620,72h,SARACATINIB,5.0,3,34.61538461422116,Trypan Blue,AM,SW-620_SARACATINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22655,SW-620,72h,SARACATINIB,10.0,3,7.692307692126922,Trypan Blue,AM,SW-620_SARACATINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22656,SW-620,72h,SARACATINIB,20.0,3,0.0,Trypan Blue,AM,SW-620_SARACATINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22657,SH-SY5Y,72h,BAFETINIB,0.0,3,98.46153015384698,Trypan Blue,LT,SH-SY5Y_BAFETINIB_72h_Trypan Blue_LT,SH-SY5Y_72h_Trypan Blue_LT
22658,SH-SY5Y,72h,BAFETINIB,0.25,3,69.2307630769237,Trypan Blue,LT,SH-SY5Y_BAFETINIB_72h_Trypan Blue_LT,SH-SY5Y_72h_Trypan Blue_LT
22659,SH-SY5Y,72h,BAFETINIB,0.5,3,64.61537353846265,Trypan Blue,LT,SH-SY5Y_BAFETINIB_72h_Trypan Blue_LT,SH-SY5Y_72h_Trypan Blue_LT
22660,SH-SY5Y,72h,BAFETINIB,1.0,3,39.9999960000004,Trypan Blue,LT,SH-SY5Y_BAFETINIB_72h_Trypan Blue_LT,SH-SY5Y_72h_Trypan Blue_LT
22661,SH-SY5Y,72h,BAFETINIB,2.5,3,35.38461646153835,Trypan Blue,LT,SH-SY5Y_BAFETINIB_72h_Trypan Blue_LT,SH-SY5Y_72h_Trypan Blue_LT
22662,SH-SY5Y,72h,BAFETINIB,5.0,3,4.615384538461545,Trypan Blue,LT,SH-SY5Y_BAFETINIB_72h_Trypan Blue_LT,SH-SY5Y_72h_Trypan Blue_LT
22663,SK-N-BE,72h,BAFETINIB,0.0,3,109.4339890566011,Trypan Blue,LT,SK-N-BE_BAFETINIB_72h_Trypan Blue_LT,SK-N-BE_72h_Trypan Blue_LT
22664,SK-N-BE,72h,BAFETINIB,2.5,3,85.53458144654186,Trypan Blue,LT,SK-N-BE_BAFETINIB_72h_Trypan Blue_LT,SK-N-BE_72h_Trypan Blue_LT
22665,SK-N-BE,72h,BAFETINIB,5.0,3,56.60376433962357,Trypan Blue,LT,SK-N-BE_BAFETINIB_72h_Trypan Blue_LT,SK-N-BE_72h_Trypan Blue_LT
22666,SK-N-BE,72h,BAFETINIB,10.0,3,42.76729572327043,Trypan Blue,LT,SK-N-BE_BAFETINIB_72h_Trypan Blue_LT,SK-N-BE_72h_Trypan Blue_LT
22667,SK-N-BE,72h,BAFETINIB,20.0,3,0.0,Trypan Blue,LT,SK-N-BE_BAFETINIB_72h_Trypan Blue_LT,SK-N-BE_72h_Trypan Blue_LT
22668,SK-N-AS,72h,BAFETINIB,0.0,3,101.33330759999804,Trypan Blue,LT,SK-N-AS_BAFETINIB_72h_Trypan Blue_LT,SK-N-AS_72h_Trypan Blue_LT
22669,SK-N-AS,72h,BAFETINIB,1.0,3,109.33330819999811,Trypan Blue,LT,SK-N-AS_BAFETINIB_72h_Trypan Blue_LT,SK-N-AS_72h_Trypan Blue_LT
22670,SK-N-AS,72h,BAFETINIB,2.5,3,96.00000720000054,Trypan Blue,LT,SK-N-AS_BAFETINIB_72h_Trypan Blue_LT,SK-N-AS_72h_Trypan Blue_LT
22671,SK-N-AS,72h,BAFETINIB,5.0,3,85.33333640000022,Trypan Blue,LT,SK-N-AS_BAFETINIB_72h_Trypan Blue_LT,SK-N-AS_72h_Trypan Blue_LT
22672,SK-N-AS,72h,BAFETINIB,10.0,3,32.00000240000018,Trypan Blue,LT,SK-N-AS_BAFETINIB_72h_Trypan Blue_LT,SK-N-AS_72h_Trypan Blue_LT
22673,SK-N-AS,72h,BAFETINIB,20.0,3,0.0,Trypan Blue,LT,SK-N-AS_BAFETINIB_72h_Trypan Blue_LT,SK-N-AS_72h_Trypan Blue_LT
22674,SK-N-SH,72h,BAFETINIB,0.0,3,93.61701531914925,Trypan Blue,LT,SK-N-SH_BAFETINIB_72h_Trypan Blue_LT,SK-N-SH_72h_Trypan Blue_LT
22675,SK-N-SH,72h,BAFETINIB,1.0,3,97.87233510638325,Trypan Blue,LT,SK-N-SH_BAFETINIB_72h_Trypan Blue_LT,SK-N-SH_72h_Trypan Blue_LT
22676,SK-N-SH,72h,BAFETINIB,2.5,3,77.30495613475219,Trypan Blue,LT,SK-N-SH_BAFETINIB_72h_Trypan Blue_LT,SK-N-SH_72h_Trypan Blue_LT
22677,SK-N-SH,72h,BAFETINIB,5.0,3,40.4255279787236,Trypan Blue,LT,SK-N-SH_BAFETINIB_72h_Trypan Blue_LT,SK-N-SH_72h_Trypan Blue_LT
22678,SK-N-SH,72h,BAFETINIB,10.0,3,12.05673939716303,Trypan Blue,LT,SK-N-SH_BAFETINIB_72h_Trypan Blue_LT,SK-N-SH_72h_Trypan Blue_LT
22679,SK-N-SH,72h,BAFETINIB,20.0,3,0.0,Trypan Blue,LT,SK-N-SH_BAFETINIB_72h_Trypan Blue_LT,SK-N-SH_72h_Trypan Blue_LT
22680,LAN-1,72h,BAFETINIB,0.0,3,107.52689462365524,Trypan Blue,LT,LAN-1_BAFETINIB_72h_Trypan Blue_LT,LAN-1_72h_Trypan Blue_LT
22681,LAN-1,72h,BAFETINIB,1.0,3,97.84945510752723,Trypan Blue,LT,LAN-1_BAFETINIB_72h_Trypan Blue_LT,LAN-1_72h_Trypan Blue_LT
22682,LAN-1,72h,BAFETINIB,2.5,3,99.99999500000024,Trypan Blue,LT,LAN-1_BAFETINIB_72h_Trypan Blue_LT,LAN-1_72h_Trypan Blue_LT
22683,LAN-1,72h,BAFETINIB,5.0,3,48.38709758064512,Trypan Blue,LT,LAN-1_BAFETINIB_72h_Trypan Blue_LT,LAN-1_72h_Trypan Blue_LT
22684,LAN-1,72h,BAFETINIB,10.0,3,3.225805838709708,Trypan Blue,LT,LAN-1_BAFETINIB_72h_Trypan Blue_LT,LAN-1_72h_Trypan Blue_LT
22685,LAN-1,72h,BAFETINIB,20.0,3,0.0,Trypan Blue,LT,LAN-1_BAFETINIB_72h_Trypan Blue_LT,LAN-1_72h_Trypan Blue_LT
22686,Kelly,72h,BAFETINIB,0.0,3,95.34881854651584,Trypan Blue,LT,Kelly_BAFETINIB_72h_Trypan Blue_LT,Kelly_72h_Trypan Blue_LT
22687,Kelly,72h,BAFETINIB,1.0,3,87.79068024709694,Trypan Blue,LT,Kelly_BAFETINIB_72h_Trypan Blue_LT,Kelly_72h_Trypan Blue_LT
22688,Kelly,72h,BAFETINIB,2.5,3,87.20928037791191,Trypan Blue,LT,Kelly_BAFETINIB_72h_Trypan Blue_LT,Kelly_72h_Trypan Blue_LT
22689,Kelly,72h,BAFETINIB,5.0,3,36.04650188953708,Trypan Blue,LT,Kelly_BAFETINIB_72h_Trypan Blue_LT,Kelly_72h_Trypan Blue_LT
22690,Kelly,72h,BAFETINIB,10.0,3,19.767435552327,Trypan Blue,LT,Kelly_BAFETINIB_72h_Trypan Blue_LT,Kelly_72h_Trypan Blue_LT
22691,Kelly,72h,BAFETINIB,20.0,3,0.0,Trypan Blue,LT,Kelly_BAFETINIB_72h_Trypan Blue_LT,Kelly_72h_Trypan Blue_LT
22692,IMR-32,72h,BAFETINIB,0.0,3,96.10389279220804,Trypan Blue,LT,IMR-32_BAFETINIB_72h_Trypan Blue_LT,IMR-32_72h_Trypan Blue_LT
22693,IMR-32,72h,BAFETINIB,0.5,3,77.92207415584443,Trypan Blue,LT,IMR-32_BAFETINIB_72h_Trypan Blue_LT,IMR-32_72h_Trypan Blue_LT
22694,IMR-32,72h,BAFETINIB,1.0,3,70.99566467532516,Trypan Blue,LT,IMR-32_BAFETINIB_72h_Trypan Blue_LT,IMR-32_72h_Trypan Blue_LT
22695,IMR-32,72h,BAFETINIB,2.5,3,62.33765532467586,Trypan Blue,LT,IMR-32_BAFETINIB_72h_Trypan Blue_LT,IMR-32_72h_Trypan Blue_LT
22696,IMR-32,72h,BAFETINIB,5.0,3,39.82683701298722,Trypan Blue,LT,IMR-32_BAFETINIB_72h_Trypan Blue_LT,IMR-32_72h_Trypan Blue_LT
22697,IMR-32,72h,BAFETINIB,10.0,3,0.0,Trypan Blue,LT,IMR-32_BAFETINIB_72h_Trypan Blue_LT,IMR-32_72h_Trypan Blue_LT
22698,LN-18,72h,BAFETINIB,0.0,3,90.5660332075475,Trypan Blue,LT,LN-18_BAFETINIB_72h_Trypan Blue_LT,LN-18_72h_Trypan Blue_LT
22699,LN-18,72h,BAFETINIB,1.0,3,103.77359221698056,Trypan Blue,LT,LN-18_BAFETINIB_72h_Trypan Blue_LT,LN-18_72h_Trypan Blue_LT
22700,LN-18,72h,BAFETINIB,2.5,3,67.92452490566063,Trypan Blue,LT,LN-18_BAFETINIB_72h_Trypan Blue_LT,LN-18_72h_Trypan Blue_LT
22701,LN-18,72h,BAFETINIB,5.0,3,26.415088018868392,Trypan Blue,LT,LN-18_BAFETINIB_72h_Trypan Blue_LT,LN-18_72h_Trypan Blue_LT
22702,LN-18,72h,BAFETINIB,10.0,3,3.773584716981146,Trypan Blue,LT,LN-18_BAFETINIB_72h_Trypan Blue_LT,LN-18_72h_Trypan Blue_LT
22703,LN-18,72h,BAFETINIB,20.0,3,0.0,Trypan Blue,LT,LN-18_BAFETINIB_72h_Trypan Blue_LT,LN-18_72h_Trypan Blue_LT
22704,U251,72h,BAFETINIB,0.0,3,89.09090554545472,Trypan Blue,LT,U251_BAFETINIB_72h_Trypan Blue_LT,U251_72h_Trypan Blue_LT
22705,U251,72h,BAFETINIB,2.5,3,129.09089354545534,Trypan Blue,LT,U251_BAFETINIB_72h_Trypan Blue_LT,U251_72h_Trypan Blue_LT
22706,U251,72h,BAFETINIB,5.0,3,79.99999600000021,Trypan Blue,LT,U251_BAFETINIB_72h_Trypan Blue_LT,U251_72h_Trypan Blue_LT
22707,U251,72h,BAFETINIB,10.0,3,56.36363718181815,Trypan Blue,LT,U251_BAFETINIB_72h_Trypan Blue_LT,U251_72h_Trypan Blue_LT
22708,U251,72h,BAFETINIB,20.0,3,0.0,Trypan Blue,LT,U251_BAFETINIB_72h_Trypan Blue_LT,U251_72h_Trypan Blue_LT
